Fichier ;Nombre de lignes ;Nombre total de tokens ;Moyenne de tokens par ligne ;Top 10 tokens
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt 048.pdf.md ;3051 ;19715 ;6.46 ;,n: 1725; d: 1277; i: 626; ad: 524; deg: 446; s: 273; ara: 200; ur: 199; ɣef: 199; a: 183
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt 052.pdf.md ;2616 ;17407 ;6.65 ;,n: 1440; d: 1185; i: 497; ad: 411; deg: 355; s: 264; ara: 212; ɣef: 158; ur: 158; a: 150
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt-044.pdf.md ;2559 ;16684 ;6.52 ;,n: 1438; d: 1109; i: 513; ad: 411; deg: 372; s: 201; ur: 195; ɣef: 190; ara: 182; a: 134
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt-025.pdf.md ;2587 ;17294 ;6.68 ;,n: 1397; d: 1110; i: 577; deg: 442; ad: 384; s: 266; a: 154; ɣef: 153; ara: 149; ur: 139
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt-033.pdf.md ;2724 ;17602 ;6.46 ;,n: 1385; d: 1184; i: 538; ad: 460; deg: 386; s: 284; ɣef: 192; ara: 179; a: 157; ur: 147
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt-045.pdf.md ;2782 ;18144 ;6.52 ;,n: 1605; d: 1158; i: 522; ad: 396; deg: 365; s: 304; ara: 184; ɣef: 168; a: 150; ur: 146
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt 056.pdf.md ;2712 ;17450 ;6.43 ;,n: 1404; d: 1315; i: 660; ad: 403; deg: 337; s: 245; ɣef: 158; ur: 151; ara: 144; a: 129
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt-036.pdf.md ;2946 ;19374 ;6.58 ;,n: 1572; d: 1226; i: 589; deg: 509; ad: 450; s: 273; ara: 202; ur: 179; ɣef: 172; akken: 142
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/tiɣremt 019.pdf.md ;2630 ;17141 ;6.52 ;,n: 1368; d: 1057; i: 503; ad: 476; deg: 407; s: 301; ara: 177; ɣef: 164; ur: 156; ɣer: 131
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt-043.pdf.md ;2635 ;17460 ;6.63 ;,n: 1389; d: 1137; i: 560; ad: 454; deg: 388; s: 264; ɣef: 185; ara: 182; ur: 179; a: 149
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/Tiɣremt 055.pdf.md ;2650 ;17268 ;6.52 ;,n: 1433; d: 1089; i: 566; ad: 393; deg: 347; s: 244; ɣef: 210; ara: 190; ur: 154; a: 138
Corpus_01_MohammedBelkacem/KabyleTexte/tiremt/donnes_corrige/tiɣremt 016 .pdf.md ;2332 ;15261 ;6.54 ;,n: 1195; d: 1029; i: 504; deg: 342; ad: 320; s: 222; ara: 171; a: 161; ur: 145; ɣef: 138
